index,area_string,posted,neighborhood,post title,number_bedrooms,sqft,URL,price,requested
14,newyork,2021-11-16 18:23, (Bronx bronx ),Weekly Room,,,https://newyork.craigslist.org/brx/roo/d/bronx-weekly-room/7408930038.html,200,2021-11-16 16h15m52s
15,newyork,2021-11-16 18:23, (Long Beach long island ),Room for rent..long beach,,,https://newyork.craigslist.org/lgi/roo/d/island-park-room-for-rentlong-beach/7408927562.html,850,2021-11-16 16h15m52s
16,newyork,2021-11-16 18:22, (Queens Village long island ),Basement studio,,,https://newyork.craigslist.org/lgi/roo/d/queens-village-basement-studio/7408931669.html,950,2021-11-16 16h15m52s
17,newyork,2021-11-16 18:15, (Crown Heights brooklyn ),Seeking roommate for spacious Crown Heights 2-bedroom with BACKYARD,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-seeking-roommate-for-spacious/7408010626.html,1200,2021-11-16 16h15m52s
18,newyork,2021-11-16 18:01, (Holliswood queens ),Entire room,1,,https://newyork.craigslist.org/que/roo/d/hollis-entire-room/7407339760.html,1100,2021-11-16 16h15m52s
19,newyork,2021-11-16 17:46, (East Elmhurst queens ),Female roommate wanted for 2 bedroom/2 bath apartment. Move in Nov 15,,,https://newyork.craigslist.org/que/roo/d/east-elmhurst-female-roommate-wanted/7399595930.html,1150,2021-11-16 16h15m52s
20,newyork,2021-11-16 17:39, (Brooklyn brooklyn ),Looking for a roomate for this gigantic loft✨,2,1200.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-looking-for-roomate-for-this/7408905114.html,1250,2021-11-16 16h15m52s
21,newyork,2021-11-16 17:17, (Lower East Side),Roommate wanted January  1 $850 eastvillage,2,,https://newyork.craigslist.org/mnh/roo/d/new-york-roommate-wanted-january/7408903963.html,850,2021-11-16 16h15m52s
22,newyork,2021-11-16 17:12, (W TREMONT AVENUE AND GRAND bronx ),BEAUTIFUL ROOM FOR RENT IN NEW BUILDING ( Post by Owner),,180.0,https://newyork.craigslist.org/brx/roo/d/bronx-beautiful-room-for-rent-in-new/7406323417.html,200,2021-11-16 16h15m52s
23,newyork,2021-11-16 17:01, (Gramercy),one bedroom in a doorman building with a private entrance,3,1500.0,https://newyork.craigslist.org/mnh/roo/d/new-york-one-bedroom-in-doorman/7408896572.html,1795,2021-11-16 16h15m52s
24,newyork,2021-11-16 17:00, (Gramercy),one bedroom in a doorman building with a private entrance,3,1500.0,https://newyork.craigslist.org/mnh/roo/d/new-york-one-bedroom-in-doorman/7408896397.html,1795,2021-11-16 16h15m52s
25,newyork,2021-11-16 16:58, ( manhattan ),CLEAN FURNISHED BEDROOM,3,,https://newyork.craigslist.org/mnh/roo/d/new-york-clean-furnished-bedroom/7408892050.html,1000,2021-11-16 16h15m52s
26,newyork,2021-11-16 16:57, (Bronx bronx ),Furnished bedroom by Fordham,2,,https://newyork.craigslist.org/brx/roo/d/bronx-furnished-bedroom-by-fordham/7408890270.html,225,2021-11-16 16h15m52s
27,newyork,2021-11-16 16:53, (Inwood / Wash Hts),Furnished bedroom $225,2,,https://newyork.craigslist.org/mnh/roo/d/bronx-furnished-bedroom-225/7408893080.html,225,2021-11-16 16h15m52s
28,newyork,2021-11-16 16:52, (New Jersey new jersey ),ROOM AVAILABLE IN GREAT LOCATION WITH GREAT PEOPLE (MOVE-IN DEC).,,,https://newyork.craigslist.org/jsy/roo/d/new-york-room-available-in-great/7408883919.html,415,2021-11-16 16h15m52s
29,newyork,2021-11-16 16:43, (Harlem / Morningside),Small Room w/ half bath,,,https://newyork.craigslist.org/mnh/roo/d/new-york-small-room-half-bath/7408879438.html,670,2021-11-16 16h15m52s
30,newyork,2021-11-16 16:41, (Brooklyn brooklyn ),1 BEDROOM FOR RENT,1,12.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-bedroom-for-rent/7408887699.html,800,2021-11-16 16h15m52s
31,newyork,2021-11-16 16:37, (Inwood / Wash Hts),Large Rooms Steps From C Train and Minutes from A/1 Trains,,,https://newyork.craigslist.org/mnh/roo/d/new-york-large-rooms-steps-from-train/7408885803.html,950,2021-11-16 16h15m52s
32,newyork,2021-11-16 16:34, ( queens ),ROOMMATE NEEDED FOR AN AMAZING APARTMENT! SEPARATE STUDIO,2,1300.0,https://newyork.craigslist.org/que/roo/d/astoria-roommate-needed-for-an-amazing/7408880135.html,1450,2021-11-16 16h15m52s
33,newyork,2021-11-16 16:33, (Midtown East),Lease takeover,3,,https://newyork.craigslist.org/mnh/roo/d/new-york-lease-takeover/7408884096.html,1120,2021-11-16 16h15m52s
34,newyork,2021-11-16 16:31, ( queens ),LOOKING FOR (1) ROOMMATE FOR AN AMAZING APARTMENT! Share with 1 person,2,1300.0,https://newyork.craigslist.org/que/roo/d/astoria-looking-for-roommate-for-an/7408880303.html,1450,2021-11-16 16h15m52s
35,newyork,2021-11-16 16:27, (Astoria queens ),Cozy room in duplex apartment,4,75.0,https://newyork.craigslist.org/que/roo/d/astoria-cozy-room-in-duplex-apartment/7408881227.html,700,2021-11-16 16h15m52s
36,newyork,2021-11-16 16:24," (Astoria, Queens queens )",Large room available for 725/month in Astoria *Unfurnished*,,,https://newyork.craigslist.org/que/roo/d/astoria-large-room-available-for-725/7408879711.html,725,2021-11-16 16h15m52s
37,newyork,2021-11-16 16:21, ( bronx ),Free Place to Stay(Women),,,https://newyork.craigslist.org/brx/roo/d/bronx-free-place-to-staywomen/7401713392.html,0,2021-11-16 16h15m52s
38,newyork,2021-11-16 16:20, (Oakland Gardens queens ),"Apt. Share, Daily/Monthly December 2021",,,https://newyork.craigslist.org/que/roo/d/queens-village-apt-share-daily-monthly/7408877629.html,900,2021-11-16 16h15m52s
39,newyork,2021-11-16 16:16, (Manhattan manhattan ),Female wanted for share in great free apt,1,,https://newyork.craigslist.org/mnh/roo/d/new-york-female-wanted-for-share-in/7404870738.html,0,2021-11-16 16h15m52s
40,newyork,2021-11-16 16:07, (BROOKLYN/BUSHWICK brooklyn ),WELL LOCATED BRIGHT PRIVATE ROOM: LEASE THRU MARCH 2022,,,https://newyork.craigslist.org/brk/roo/d/brooklyn-well-located-bright-private/7408856620.html,850,2021-11-16 16h15m52s
41,newyork,2021-11-16 16:03, (Upper West Side),HUGE SuperStudio in PRIME Central Harlem,,450.0,https://newyork.craigslist.org/mnh/roo/d/new-york-huge-superstudio-in-prime/7408849461.html,1800,2021-11-16 16h15m52s
42,newyork,2021-11-16 15:59, (Williamsburg brooklyn ),Extra Large Room with private yard on great location 7-10mins Manhatta,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-extra-large-room-with-private/7405330939.html,950,2021-11-16 16h15m52s
43,newyork,2021-11-16 15:55, (ENY/BROWNSVILLE brooklyn ),BRAND new room w/DRYER -NO FEE,3,,https://newyork.craigslist.org/brk/roo/d/brooklyn-brand-new-room-dryer-no-fee/7405626532.html,825,2021-11-16 16h15m52s
44,newyork,2021-11-16 15:54, (Bedstuy brooklyn ),"Quiet, sunny room in 3BD Bedstuy duplex",,,https://newyork.craigslist.org/brk/roo/d/brooklyn-quiet-sunny-room-in-3bd/7408864936.html,1033,2021-11-16 16h15m52s
45,newyork,2021-11-16 15:54," (Bay Ridge, Brooklyn brooklyn )",3rd roommate wanted!!,3,,https://newyork.craigslist.org/brk/roo/d/new-york-3rd-roommate-wanted/7408864890.html,775,2021-11-16 16h15m52s
46,newyork,2021-11-16 15:53, (Brooklyn brooklyn ),3rd roommate wanted!!,3,,https://newyork.craigslist.org/brk/roo/d/new-york-3rd-roommate-wanted/7408864529.html,775,2021-11-16 16h15m52s
47,newyork,2021-11-16 15:47, (Bushwick brooklyn ),"Large room with Natural Lighting, wood floors, utilities included",3,,https://newyork.craigslist.org/brk/roo/d/brooklyn-large-room-with-natural/7406712753.html,1000,2021-11-16 16h15m52s
48,newyork,2021-11-16 15:47, (Bushwick brooklyn ),"Large room with Natural Lighting, wood floors, utilities included",,,https://newyork.craigslist.org/brk/roo/d/brooklyn-large-room-with-natural/7406763869.html,1000,2021-11-16 16h15m52s
49,newyork,2021-11-16 15:47," (Bronx, NY 167 bronx )",Private Room Rental,,,https://newyork.craigslist.org/brx/roo/d/bronx-private-room-rental/7408845267.html,215,2021-11-16 16h15m52s
50,newyork,2021-11-16 15:46, (Kips Bay manhattan ),Comfort funrished Private 2 bedroom 2 bathroom unit,2,1198.0,https://newyork.craigslist.org/mnh/roo/d/staten-island-comfort-funrished-private/7405283813.html,3800,2021-11-16 16h15m52s
51,newyork,2021-11-16 15:45, (East Villa new jersey ),Largee Unfurnished Room / Stuytown / EV,,,https://newyork.craigslist.org/jsy/roo/d/new-york-largee-unfurnished-room/7407591872.html,460,2021-11-16 16h15m52s
52,newyork,2021-11-16 15:37," (South Norwalk fairfield co, CT )",SONO - Lg Top Floor Bedrm w/ Wtr Vws in House Share mins from 95/RR,,,https://newyork.craigslist.org/fct/roo/d/norwalk-sono-lg-top-floor-bedrm-wtr-vws/7404054526.html,750,2021-11-16 16h15m52s
53,newyork,2021-11-16 15:27, ( new jersey ),2br - 115ft2 - *_* Large Unfurnished Bedroom / Stuytown,,,https://newyork.craigslist.org/jsy/roo/d/new-york-2br-115ft2-large-unfurnished/7406185290.html,450,2021-11-16 16h15m52s
54,newyork,2021-11-16 15:23, (JUNCTION BLVD stop 7 train queens ),BEST  price in Junction Blvd.,,,https://newyork.craigslist.org/que/roo/d/elmhurst-best-price-in-junction-blvd/7408849864.html,840,2021-11-16 16h15m52s
55,newyork,2021-11-16 15:22, (ridgewood queens ),Huge 1 bedroom + huge Basement Room,1,1150.0,https://newyork.craigslist.org/que/roo/d/ridgewood-huge-bedroom-huge-basement/7408845680.html,2400,2021-11-16 16h15m52s
56,newyork,2021-11-16 15:22, (Midtown West),"Big,Sunny apart 1 bedrm in real 2 bedr all util included!!",2,,https://newyork.craigslist.org/mnh/roo/d/new-york-bigsunny-apart-bedrm-in-real/7407794718.html,1195,2021-11-16 16h15m52s
57,newyork,2021-11-16 15:21, (Levittown long island ),Furnished room,,,https://newyork.craigslist.org/lgi/roo/d/hicksville-furnished-room/7395537602.html,750,2021-11-16 16h15m52s
58,newyork,2021-11-16 15:20, (Saint Albans queens ),HABITACION BONITA SOLO MASCULINA 🍀,1,,https://newyork.craigslist.org/que/roo/d/saint-albans-habitacion-bonita-solo/7408847913.html,165,2021-11-16 16h15m52s
59,newyork,2021-11-16 15:19, (Saint Albans queens ),SOLO HABITACION MASCULINA,1,,https://newyork.craigslist.org/que/roo/d/saint-albans-solo-habitacion-masculina/7408847640.html,160,2021-11-16 16h15m52s
60,newyork,2021-11-16 15:19, (Bedford Stuyvesant/Ocean Hill brooklyn ),DOPEST AREA FOR TRAIN ACCESS!!,,,https://newyork.craigslist.org/brk/roo/d/brooklyn-dopest-area-for-train-access/7401275143.html,999,2021-11-16 16h15m52s
61,newyork,2021-11-16 15:14, (Ridgewood queens ),Room for rent,2,,https://newyork.craigslist.org/que/roo/d/ridgewood-room-for-rent/7408844801.html,750,2021-11-16 16h15m52s
62,newyork,2021-11-16 15:13," (Clinton Hill, Brooklyn brooklyn )","Large Sun-Filled Room in 2 Bdrm, Clinton Hill Brownstone $750, 12/1",2,131.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-large-sun-filled-room-in-bdrm/7396968882.html,750,2021-11-16 16h15m52s
63,newyork,2021-11-16 15:12, (West New York new jersey ),Share on Blvd East - 15-20 mins to Times Sq,,,https://newyork.craigslist.org/jsy/roo/d/west-new-york-share-on-blvd-east-mins/7403394670.html,785,2021-11-16 16h15m52s
64,newyork,2021-11-16 15:10, (South 5th Street / Bedford Avenue brooklyn ),Large Sunny bedroom in nice community on South 5th St / Williamsburg,,130.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-large-sunny-bedroom-in-nice/7408838130.html,1270,2021-11-16 16h15m52s
65,newyork,2021-11-16 15:09, (Prospect Park South brooklyn ),"**Very Large, Sunny Furnished Room - All Utilities Included**",3,170.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-very-large-sunny-furnished/7403835624.html,1065,2021-11-16 16h15m52s
66,newyork,2021-11-16 15:05, (Halsey Street/Bedford Avenue brooklyn ),120 sq ft bedroom -Nice community-Bedford Avenue - Available11/27*,4,120.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-120-sq-ft-bedroom-nice/7408839846.html,950,2021-11-16 16h15m52s
67,newyork,2021-11-16 15:01, (Bedford Stuyvesant brooklyn ),!!PRIVATE BATHROOM!! MOVE IN READY!! CENTRAL AC/HEAT!!,1,,https://newyork.craigslist.org/brk/roo/d/brooklyn-private-bathroom-move-in-ready/7408828391.html,950,2021-11-16 16h15m52s
68,newyork,2021-11-16 14:56, (Fort Greene / Clinton Hill brooklyn ),"The Elusive Huge, Sunny Room w/Private Bath in Stunning Fort Greene",,260.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-the-elusive-huge-sunny-room/7403453360.html,1495,2021-11-16 16h15m52s
69,newyork,2021-11-16 14:44, ( brooklyn ),Master Suite 2BR in 4BR Apt,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-master-suite-2br-in-4br-apt/7402063821.html,1600,2021-11-16 16h15m52s
70,newyork,2021-11-16 14:41, ( manhattan ),1br - $460 Apartment rentals.. 1br Available for Rent.,,,https://newyork.craigslist.org/mnh/roo/d/new-york-1br-apartment-rentals-1br/7408809135.html,460,2021-11-16 16h15m52s
71,newyork,2021-11-16 14:40, (Bushwick brooklyn ),!!TWO ROOMS VACANT!! TWO ROOMS APPROVED!!,4,,https://newyork.craigslist.org/brk/roo/d/brooklyn-two-rooms-vacant-two-rooms/7408819242.html,850,2021-11-16 16h15m52s
72,newyork,2021-11-16 14:28," (South Norwalk fairfield co, CT )","Large Master Bedroom w/Hardwood Floors, Victorian Home",,,https://newyork.craigslist.org/fct/roo/d/norwalk-large-master-bedroom-hardwood/7408819742.html,1250,2021-11-16 16h15m52s
73,newyork,2021-11-16 14:25, (Bushwick brooklyn ),!!TWO ROOMS VACANT!! TWO APPLICANTS APPROVED!!,4,,https://newyork.craigslist.org/brk/roo/d/brooklyn-two-rooms-vacant-two/7408809862.html,850,2021-11-16 16h15m52s
74,newyork,2021-11-16 14:23, (Brooklyn brooklyn ),Looking for roommate for spacious 2 bedroom in park slope,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-looking-for-roommate-for/7408817208.html,1200,2021-11-16 16h15m52s
75,newyork,2021-11-16 14:22, (Upper East Side),Stunning UES apt off Central Park,3,1600.0,https://newyork.craigslist.org/mnh/roo/d/new-york-stunning-ues-apt-off-central/7408816253.html,2600,2021-11-16 16h15m52s
76,newyork,2021-11-16 14:21, (Flushing brooklyn ),!!Private Room w/ BACKYARD ACCESS!! 2 FULL BATHROOMS!!,5,,https://newyork.craigslist.org/brk/roo/d/brooklyn-private-room-backyard-access/7408804664.html,925,2021-11-16 16h15m52s
77,newyork,2021-11-16 14:20, (Bushwick brooklyn ),Room with Private Bath + In Unit Laundry,4,,https://newyork.craigslist.org/brk/roo/d/brooklyn-room-with-private-bath-in-unit/7408802900.html,1050,2021-11-16 16h15m52s
78,newyork,2021-11-16 14:19, (S. Richmond Hill queens ),GREAT HOUSE SHARE Private Furnished Bedroom - 1 block to A train,1,,https://newyork.craigslist.org/que/roo/d/south-richmond-hill-great-house-share/7407207015.html,700,2021-11-16 16h15m52s
79,newyork,2021-11-16 14:10, (2 Havemeyer Street brooklyn ),$1075 1 Room Available in Williamsburg - December 1st move in,5,75.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-room-available-in-williamsburg/7408806131.html,1075,2021-11-16 16h15m52s
80,newyork,2021-11-16 14:07, (2 Havemeyer Street brooklyn ),$1225 1 Room Available in Williamsburg - December 1st move in,5,120.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-room-available-in-williamsburg/7408807261.html,1225,2021-11-16 16h15m52s
81,newyork,2021-11-16 14:07, ( manhattan ),$500 / 1br - STILL LOOKING FOR ROOM? (ASTORIA),,,https://newyork.craigslist.org/mnh/roo/d/new-york-500-1br-still-looking-for-room/7408781735.html,0,2021-11-16 16h15m52s
82,newyork,2021-11-16 14:05, ( manhattan ),2 bedroom 2bath on Riverside Drive ((Upper West Side)),,,https://newyork.craigslist.org/mnh/roo/d/new-york-bedroom-2bath-on-riverside/7408795316.html,452,2021-11-16 16h15m52s
83,newyork,2021-11-16 14:00, (Lower East Side),nice 1Br in clean 4Br apt. w/ 2 full bathrooms,4,,https://newyork.craigslist.org/mnh/roo/d/new-york-nice-1br-in-clean-4br-apt-2/7406096085.html,1290,2021-11-16 16h15m52s
84,newyork,2021-11-16 14:00, (Lower East Side),"Br in clean , big  4Br Apt with 2 full bathrooms",4,,https://newyork.craigslist.org/mnh/roo/d/new-york-br-in-clean-big-4br-apt-with/7406099764.html,1280,2021-11-16 16h15m52s
85,newyork,2021-11-16 14:00, ( manhattan ),- *_* Largee Unfurnished Room / Stuytown / EV (East Villa),,,https://newyork.craigslist.org/mnh/roo/d/new-york-largee-unfurnished-room/7407511090.html,540,2021-11-16 16h15m52s
86,newyork,2021-11-16 13:59, ( manhattan ),Largee Unfurnished Room / Stuytown / EV,,,https://newyork.craigslist.org/mnh/roo/d/new-york-largee-unfurnished-room/7407615379.html,400,2021-11-16 16h15m52s
87,newyork,2021-11-16 13:59," (Flushing, NY manhattan )",Brand new apartment two bed two bath!,2,,https://newyork.craigslist.org/mnh/roo/d/maspeth-brand-new-apartment-two-bed-two/7408794738.html,1250,2021-11-16 16h15m52s
88,newyork,2021-11-16 13:59, (CLINTON HILL/BEDSTUY BROOKLYN brooklyn ),1 BEDROOM IN STYLISH AND ARTSY BROOKLYN APARTMENT IN CLINTON HILL,1,110.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-bedroom-in-stylish-and-artsy/7408798496.html,1000,2021-11-16 16h15m52s
89,newyork,2021-11-16 13:58," (GLENDALE ,QUEENS queens )",ROOM FOR RENT$750.00 / CUARTO PARA RENTAR $850.00,1,500.0,https://newyork.craigslist.org/que/roo/d/ridgewood-room-for-rent75000-cuarto/7408803233.html,750,2021-11-16 16h15m52s
90,newyork,2021-11-16 13:54, (Williamsburg brooklyn ),{NOW} Williamsburg : Short Term Furnished Room : Block to L *,,,https://newyork.craigslist.org/brk/roo/d/brooklyn-now-williamsburg-short-term/7398644876.html,1250,2021-11-16 16h15m52s
91,newyork,2021-11-16 13:50, ( brooklyn ),Room in 4 bed/2 bath on Bushwick/Ridgewood border,4,,https://newyork.craigslist.org/brk/roo/d/ridgewood-room-in-bed-bath-on-bushwick/7408798544.html,0,2021-11-16 16h15m52s
92,newyork,2021-11-16 13:47, (East Harlem),"3 BEDROOM APARTMENT, NO FEES! 1 MONTH FREE RENT IN A 13TH MONTH LEASE!",3,,https://newyork.craigslist.org/mnh/roo/d/new-york-bedroom-apartment-no-fees/7405564102.html,2395,2021-11-16 16h15m52s
93,newyork,2021-11-16 13:46, (Upper East Side),Private room. Furnitured/ Upper East Side,2,,https://newyork.craigslist.org/mnh/roo/d/new-york-private-room-furnitured-upper/7408767709.html,1890,2021-11-16 16h15m52s
94,newyork,2021-11-16 13:45, (OZONE PARK queens ),PRIVATE BATH. ROOM ON 2ND FL. ROOMMATE WANTED . NEAR ALL. INC ALL,2,,https://newyork.craigslist.org/que/roo/d/private-bath-room-on-2nd-fl-roommate/7408782933.html,1300,2021-11-16 16h15m52s
95,newyork,2021-11-16 13:45, (Midtown East),... Sunny Private Room - Lux Blng - Roosevelt Island,4,120.0,https://newyork.craigslist.org/mnh/roo/d/new-york-sunny-private-room-lux-blng/7408795738.html,1400,2021-11-16 16h15m52s
96,newyork,2021-11-16 13:44, (Gramercy),*_* Largee Unfurnished Room / Stuytown /,3,120.0,https://newyork.craigslist.org/mnh/roo/d/new-york-largee-unfurnished-room/7408795261.html,1600,2021-11-16 16h15m52s
97,newyork,2021-11-16 13:37, (Inwood / Wash Hts),*** Absolute Privacy in Apt Share w/ Views ***,2,1100.0,https://newyork.craigslist.org/mnh/roo/d/new-york-city-absolute-privacy-in-apt/7408780715.html,1247,2021-11-16 16h15m52s
98,newyork,2021-11-16 13:35," (Clinton Hill, Brooklyn brooklyn )",Lovely Room Available 12/1 for 3-6 months in 2 BR APT,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-lovely-room-available-12-for-6/7402150959.html,1100,2021-11-16 16h15m52s
99,newyork,2021-11-16 13:35, (Bed-Stuy brooklyn ),Room in Bed-Stuy,3,14.0,https://newyork.craigslist.org/brk/roo/d/brooklyn-room-in-bed-stuy/7408789915.html,650,2021-11-16 16h15m52s
100,newyork,2021-11-16 13:31, (Bushwick brooklyn ),ROOM AVAILABLE IN AWESOME BUSHWICK 2 BED,2,,https://newyork.craigslist.org/brk/roo/d/brooklyn-room-available-in-awesome/7406561847.html,1200,2021-11-16 16h15m52s
101,newyork,2021-11-16 13:29, (East Village),"The Art Apartment - 1Room, Fully Furnished & Utilities Included",3,,https://newyork.craigslist.org/mnh/roo/d/new-york-the-art-apartment-1room-fully/7402013571.html,2000,2021-11-16 16h15m52s
102,newyork,2021-11-16 13:28, ((Upper West Side) manhattan ),2 bedroom 2bath on Riverside Drive,,,https://newyork.craigslist.org/mnh/roo/d/new-york-bedroom-2bath-on-riverside/7408776117.html,450,2021-11-16 16h15m52s
103,newyork,2021-11-16 13:27, ((East Villa) manhattan ),Largee Unfurnished Room / Stuytown / EV,,,https://newyork.craigslist.org/mnh/roo/d/new-york-largee-unfurnished-room/7407524310.html,460,2021-11-16 16h15m52s
104,newyork,2021-11-16 13:27," (161 Street, Hillcrest queens )",A single Room for Single Youth/Students,,160.0,https://newyork.craigslist.org/que/roo/d/jamaica-single-room-for-single-youth/7407828635.html,780,2021-11-16 16h15m52s
105,newyork,2021-11-16 13:24, (Bedford-Stuyvesant brooklyn ),BEAUTIFUL 3 BED 1.5 BATH DUPLEX IN PRIME BED-STUY!! NO BROKER FEE!!,3,,https://newyork.craigslist.org/brk/roo/d/brooklyn-beautiful-bed-15-bath-duplex/7408783851.html,850,2021-11-16 16h15m52s
106,newyork,2021-11-16 13:15, (QUEENS / OZONE PARK queens ),"Roommate for spacious 2 br apartment. Inc WIFI, Internet, Utilities &",,,https://newyork.craigslist.org/que/roo/d/ozone-park-roommate-for-spacious-br/7408778790.html,1300,2021-11-16 16h15m52s
107,newyork,2021-11-16 13:08, ( manhattan ),- *_* Largee Unfurnished Room / Stuytown / EV (East Villa),3,120.0,https://newyork.craigslist.org/mnh/roo/d/new-york-largee-unfurnished-room/7406091162.html,540,2021-11-16 16h15m52s
108,newyork,2021-11-16 13:07, (Brooklyn brooklyn ),One month sublet - 1 furnished bedroom in cute 2br apt,,,https://newyork.craigslist.org/brk/roo/d/brooklyn-one-month-sublet-furnished/7408774418.html,1000,2021-11-16 16h15m52s
109,newyork,2021-11-16 13:05, (white plains NY westchester ),House Share Pied-a-tier in Orchard Hill,1,,https://newyork.craigslist.org/wch/roo/d/white-plains-house-share-pied-tier-in/7408773242.html,900,2021-11-16 16h15m52s
110,newyork,2021-11-16 13:01, (White plains rd/Bronx e233rd 2/5 train bronx ),"You Need Temp Space Available an Ready 4 U 2 move Now ,Contact 24/7",1,,https://newyork.craigslist.org/brx/roo/d/you-need-temp-space-available-an-ready/7408739759.html,0,2021-11-16 16h15m52s
111,newyork,2021-11-16 12:56, ( manhattan ),2br - Nice bedroom for rent for grad student or professional temporary,,,https://newyork.craigslist.org/mnh/roo/d/new-york-2br-nice-bedroom-for-rent-for/7405987016.html,400,2021-11-16 16h15m52s
112,newyork,2021-11-16 12:49, (Upper East Side),Cozy Private room (FURNISHED),2,,https://newyork.craigslist.org/mnh/roo/d/new-york-cozy-private-room-furnished/7403254198.html,1720,2021-11-16 16h15m52s
113,newyork,2021-11-16 12:47, (park slope brooklyn ),Amazing Furnished Room in GEM Park Slope 3-bed Apt on Prospect Park!,,,https://newyork.craigslist.org/brk/roo/d/brooklyn-amazing-furnished-room-in-gem/7408763017.html,1350,2021-11-16 16h15m52s
114,newyork,2021-11-16 12:47, (Inwood / Wash Hts),1 room for rent in a 2 bedroom apartment,2,,https://newyork.craigslist.org/mnh/roo/d/new-york-room-for-rent-in-2-bedroom/7408752051.html,1170,2021-11-16 16h15m52s
